DATE,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,tmax_b,tmin_b,Tavg_B,LATITUDE_C,LONGITUDE_C,ELEVATION_C,PRCP_C,SNWD_C,tmax_c,tmin_c,Tavg_C,LONGITUDE,LATITUDE,TAVG,ELEVATION
1976-11-01,62.95,79.82,66,0,0.0,4.82,-6.56,-0.8699999999999997,63.08,78.93,64,0.0,0.0,13.12,-7.6,2.76,78.733,63.933,-1.4,63
1976-11-02,62.95,79.82,66,0,0.0,12.2,-6.24,2.9799999999999995,63.08,78.93,64,0.0,0.0,20.881929967426714,-1.242972312703582,9.96,78.733,63.933,5.5,63
1976-11-05,62.95,79.82,66,0,0.0,17.66,4.32,10.99,63.08,78.93,64,0.0,0.0,20.881929967426714,-1.242972312703582,9.96,78.733,63.933,5.8,63
1976-11-07,62.95,79.82,66,0,0.0,2.68,-7.76,-2.54,63.08,78.93,64,0.0,0.0,1.1,-9.5,-4.2,78.733,63.933,-1.6,63
1976-11-09,62.95,79.82,66,0,0.0,1.28,-8.08,-3.4,63.08,78.93,64,1.0,0.0,14.3,-17.66,-1.6799999999999997,78.733,63.933,0.5,63
1976-11-10,62.95,79.82,66,8,0.0,1.71,-2.64,-0.4650000000000001,63.08,78.93,64,1.0,0.0,9.961929967426713,-12.162972312703584,-0.96,78.733,63.933,-0.7,63
1976-11-11,62.95,79.82,66,5,0.0,1.6,-2.48,-0.43999999999999995,63.08,78.93,64,0.0,0.0,9.481929967426712,-12.642972312703582,-1.44,78.733,63.933,-1.3,63
1976-11-12,62.95,79.82,66,0,0.0,-0.54,-5.6,-3.07,63.08,78.93,64,0.0,0.0,0.0,-16.8,-8.4,78.733,63.933,-2.2,63
1976-11-14,62.95,79.82,66,0,0.0,3.21,-8.8,-2.7950000000000004,63.08,78.93,64,0.0,0.0,0.0,-16.8,-8.4,78.733,63.933,-4.0,63
1976-11-16,62.95,79.82,66,0,0.0,8.67,-8.0,0.33499999999999996,63.08,78.93,64,0.0,0.0,9.9,-5.7,2.1,78.733,63.933,-1.2,63
1976-11-18,62.95,79.82,66,0,0.0,1.07,-8.48,-3.705,63.08,78.93,64,0.0,0.0,4.921929967426712,-17.202972312703583,-6.0,78.733,63.933,-0.7,63
1976-11-20,62.95,79.82,66,0,0.0,2.68,-10.48,-3.9000000000000004,63.08,78.93,64,0.0,2.42,4.66,-13.3,-4.32,78.733,63.933,-3.3,63
1976-11-21,62.95,79.82,66,0,0.0,7.06,-7.76,-0.3500000000000001,63.08,78.93,64,0.0,0.0,5.5,-9.34,-1.92,78.733,63.933,-1.0,63
1976-11-22,62.95,79.82,66,0,0.0,10.06,-5.44,2.31,63.08,78.93,64,0.0,0.0,53.68,15.77,34.725,78.733,63.933,1.2,63
1976-11-24,62.95,79.82,66,0,0.0,25.36,12.84,19.1,63.08,78.93,64,0.0,0.0,53.68,15.77,34.725,78.733,63.933,1.5,63
1976-11-25,62.95,79.82,66,0,0.0,47.72,-3.44,22.14,63.08,78.93,64,0.0,0.0,53.68,15.77,34.725,78.733,63.933,-0.4,63
1976-11-29,62.95,79.82,66,0,3.91,1.28,-4.72,-1.7199999999999998,63.08,78.93,64,0.0,0.0,9.9,-12.224902280130294,-1.0219299674267113,78.733,63.933,-1.5,63
1976-12-02,62.95,79.82,66,0,0.0,0.64,-8.88,-4.12,63.08,78.93,64,0.0,0.0,26.62,12.06,19.34,78.733,63.933,-3.0,63
1976-12-03,62.95,79.82,66,0,0.0,1.28,-7.6,-3.1599999999999997,63.08,78.93,64,0.0,0.0,2.2,-9.5,-3.65,78.733,63.933,-4.0,63
1976-12-04,62.95,79.82,66,0,0.0,3.96,-7.92,-1.98,63.08,78.93,64,0.0,0.0,3.3,-11.219999999999999,-3.9599999999999995,78.733,63.933,-1.2,63
1976-12-05,62.95,79.82,66,0,0.0,0.0,-8.8,-4.4,63.08,78.93,64,0.0,0.0,1.1,-12.62,-5.76,78.733,63.933,-1.4,63
1976-12-08,62.95,79.82,66,0,0.0,1.5,-11.52,-5.01,63.08,78.93,64,0.0,2.48,1.1,-21.020000000000003,-9.96,78.733,63.933,-4.6,63
1976-12-09,62.95,79.82,66,0,0.0,-1.07,-7.36,-4.215,63.08,78.93,64,0.0,0.0,34.98,-11.4,11.79,78.733,63.933,-3.2,63
1976-12-12,62.95,79.82,66,20,0.0,0.11,-3.52,-1.705,63.08,78.93,64,13.0,0.0,-1.1,-10.42,-5.76,78.733,63.933,-5.0,63
1976-12-15,62.95,79.82,66,0,0.0,-4.28,-10.32,-7.300000000000001,63.08,78.93,64,0.0,0.0,-4.4,-11.4,-7.9,78.733,63.933,-5.2,63
1976-12-16,62.95,79.82,66,0,0.0,0.43,-8.16,-3.865,63.08,78.93,64,0.0,0.0,1.1,-7.6,-3.25,78.733,63.933,-5.5,63
1976-12-17,62.95,79.82,66,4,0.0,1.07,-8.32,-3.625,63.08,78.93,64,14.0,0.0,1.1,-7.6,-3.25,78.733,63.933,-2.2,63
1976-12-18,62.95,79.82,66,43,0.0,13.28,-0.21,6.534999999999999,63.08,78.93,64,45.0,0.0,-1.1,-9.700000000000001,-5.4,78.733,63.933,-1.6,63
1976-12-23,62.95,79.82,66,0,0.0,-18.08,-22.56,-20.32,63.08,78.93,64,0.0,0.0,-22.0,-24.7,-23.35,78.733,63.933,-17.8,63
1976-12-24,62.95,79.82,66,0,0.0,-19.26,-23.76,-21.51,63.08,78.93,64,0.0,0.0,-18.7,-24.7,-21.7,78.733,63.933,-17.8,63
1976-12-25,62.95,79.82,66,2,0.0,20.86,-22.16,-0.6500000000000004,63.08,78.93,64,0.0,0.0,-18.7,-24.7,-21.7,78.733,63.933,-16.3,63
1976-12-26,62.95,79.82,66,0,0.0,-5.99,-14.8,-10.395,63.08,78.93,64,0.0,0.0,6.6,-13.3,-3.3500000000000005,78.733,63.933,-9.2,63
1976-12-27,62.95,79.82,66,0,0.0,-5.35,-6.96,-6.154999999999999,63.08,78.93,64,0.0,0.0,-4.4,-12.4,-8.4,78.733,63.933,-6.0,63
1976-12-28,62.95,79.82,66,0,4.0,22.16,-4.07,9.045,63.08,78.93,64,0.0,0.0,-3.3,-9.5,-6.4,78.733,63.933,-7.6,63
1976-12-29,62.95,79.82,66,0,0.0,33.28,-12.8,10.24,63.08,78.93,64,0.0,0.0,-3.3,-9.5,-6.4,78.733,63.933,-7.3,63
1977-01-02,62.95,79.82,66,0,0.0,-13.38,-15.84,-14.61,63.08,78.93,64,0.0,0.0,-17.6,-34.24,-25.92,78.733,63.933,-17.2,63
1977-01-04,62.95,79.82,66,0,3.0,-15.41,-20.08,-17.744999999999997,63.08,78.93,64,0.0,0.0,15.07,-25.65,-5.289999999999999,78.733,63.933,-21.4,63
1977-01-05,62.95,79.82,66,0,0.0,-14.77,-20.56,-17.665,63.08,78.93,64,0.0,0.0,19.91,-25.65,-2.869999999999999,78.733,63.933,-19.7,63
1977-01-06,62.95,79.82,66,0,0.0,-6.31,-19.28,-12.795,63.08,78.93,64,0.0,2.22,-8.8,-20.9,-14.85,78.733,63.933,-15.6,63
1977-01-07,62.95,79.82,66,0,0.0,-6.42,-16.72,-11.57,63.08,78.93,64,0.0,0.0,-10.309999999999995,-21.85,-16.08,78.733,63.933,-13.6,63
1977-01-08,62.95,79.82,66,0,0.0,14.77,-12.96,0.9049999999999994,63.08,78.93,64,0.0,0.0,-9.9,-17.1,-13.5,78.733,63.933,-11.0,63
1977-01-12,62.95,79.82,66,0,0.0,-4.17,-6.48,-5.325,63.08,78.93,64,0.0,0.0,-5.5,-20.18,-12.84,78.733,63.933,-12.8,63
1977-01-13,62.95,79.82,66,0,0.0,-7.81,-13.2,-10.504999999999999,63.08,78.93,64,0.0,0.0,32.45,-19.0,6.725000000000001,78.733,63.933,-15.4,63
1977-01-16,62.95,79.82,66,0,0.0,-7.28,-14.8,-11.040000000000001,63.08,78.93,64,800.0,2.6,-6.3580700325732895,-28.482972312703584,-17.28,78.733,63.933,-16.0,63
1977-01-18,62.95,79.82,66,8,0.0,-8.56,-14.48,-11.52,63.08,78.93,64,800.0,0.0,-17.6,-21.85,-19.725,78.733,63.933,-21.2,63
1977-01-19,62.95,79.82,66,3,0.0,-5.35,-19.04,-12.195,63.08,78.93,64,71.0,0.0,-5.5,-24.7,-15.1,78.733,63.933,-16.0,63
1977-01-20,62.95,79.82,66,64,0.0,-5.24,-8.48,-6.86,63.08,78.93,64,0.0,0.0,-7.7,-21.580000000000002,-14.64,78.733,63.933,-16.2,63
1977-01-21,62.95,79.82,66,5,0.0,-9.2,-20.72,-14.959999999999999,63.08,78.93,64,0.0,0.0,-16.5,-47.81999999999999,-32.16,78.733,63.933,-26.2,63
1977-01-22,62.95,79.82,66,0,0.0,10.27,-25.92,-7.825000000000001,63.08,78.93,64,0.0,0.0,-28.5,-28.619999999999997,-28.56,78.733,63.933,-28.3,63
1977-01-23,62.95,79.82,66,0,0.0,-19.8,-25.6,-22.700000000000003,63.08,78.93,64,0.0,0.0,15.62,-27.55,-5.965000000000001,78.733,63.933,-27.6,63
1977-01-24,62.95,79.82,66,0,0.0,-21.4,-25.92,-23.66,63.08,78.93,64,0.0,0.0,-19.8,-29.45,-24.625,78.733,63.933,-24.8,63
1977-01-28,62.95,79.82,66,0,3.35,-5.03,-16.24,-10.635,63.08,78.93,64,0.0,2.94,-4.4,-18.64,-11.52,78.733,63.933,-13.2,63
1977-01-29,62.95,79.82,66,0,2.67,-7.28,-11.36,-9.32,63.08,78.93,64,0.0,0.0,-8.8,-30.924902280130294,-19.72192996742671,78.733,63.933,-15.8,63
1977-02-01,62.95,79.82,66,0,0.0,-11.77,-20.88,-16.325,63.08,78.93,64,0.0,0.0,-9.9,-24.7,-17.3,78.733,63.933,-21.5,63
1977-02-09,62.95,79.82,66,0,2.18,-15.09,-19.2,-17.145,63.08,78.93,64,0.0,0.0,-15.4,-22.8,-19.1,78.733,63.933,-24.8,63
1977-02-11,62.95,79.82,66,0,0.0,1.07,-12.16,-5.545,63.08,78.93,64,0.0,0.0,-3.3,-15.2,-9.25,78.733,63.933,-9.6,63
1977-02-14,62.95,79.82,66,0,0.0,2.03,-1.36,0.33499999999999985,63.08,78.93,64,0.0,0.0,31.06,1.1,16.08,78.733,63.933,-0.3,63
1977-02-15,62.95,79.82,66,0,0.0,31.78,-2.8,14.49,63.08,78.93,64,0.0,0.0,8.04192996742671,-14.082972312703582,-2.88,78.733,63.933,-9.0,63
1977-02-16,62.95,79.82,66,0,0.0,0.21,-7.6,-3.695,63.08,78.93,64,0.0,0.0,1.1,-14.54,-6.72,78.733,63.933,-9.8,63
1977-02-17,62.95,79.82,66,0,0.0,31.35,-8.16,11.595,63.08,78.93,64,0.0,0.0,-1.1,-9.5,-5.3,78.733,63.933,-10.2,63
1977-02-19,62.95,79.82,66,0,3.67,3.21,-9.44,-3.1149999999999998,63.08,78.93,64,0.0,0.0,5.5,-11.4,-2.95,78.733,63.933,-8.5,63
1977-02-20,62.95,79.82,66,0,0.0,8.88,-8.24,0.3200000000000003,63.08,78.93,64,0.0,0.0,9.9,-6.0600000000000005,1.92,78.733,63.933,-7.4,63
1977-02-23,62.95,79.82,66,0,2.78,9.1,-3.12,2.9899999999999998,63.08,78.93,64,0.0,0.0,8.8,-2.85,2.9750000000000005,78.733,63.933,0.5,63
1977-02-24,62.95,79.82,66,0,0.0,12.95,-1.12,5.914999999999999,63.08,78.93,64,0.0,0.0,22.04,13.2,17.619999999999997,78.733,63.933,1.7,63
1977-02-27,62.95,79.82,66,2,0.0,-6.74,-13.92,-10.33,63.08,78.93,64,0.0,0.0,22.04,13.2,17.619999999999997,78.733,63.933,-17.8,63
1977-02-28,62.95,79.82,66,0,0.0,0.43,-12.16,-5.865,63.08,78.93,64,0.0,0.0,2.2,-13.3,-5.550000000000001,78.733,63.933,-8.0,63
1977-03-01,62.95,79.82,66,0,0.0,14.34,-4.16,5.09,63.08,78.93,64,0.0,0.0,14.3,-4.700000000000001,4.8,78.733,63.933,-0.2,63
1977-03-13,62.95,79.82,66,0,2.06,17.55,-2.48,7.535,63.08,78.93,64,0.0,0.0,17.6,3.5199999999999996,10.56,78.733,63.933,0.3,63
1977-03-21,62.95,79.82,66,0,0.0,19.26,5.04,12.15,63.08,78.93,64,0.0,0.0,24.12192996742671,1.9970276872964163,13.2,78.733,63.933,1.4,63
1977-04-04,62.95,79.82,66,0,0.0,21.61,2.08,11.844999999999999,63.08,78.93,64,0.0,0.0,22.0,-0.12490228013029459,11.078070032573288,78.733,63.933,0.8,63
1977-04-09,62.95,79.82,66,0,0.0,29.96,3.12,16.54,63.08,78.93,64,0.0,0.0,30.8,1.9,16.35,78.733,63.933,3.5,63
1977-04-11,62.95,79.82,66,0,0.0,54.68,5.28,29.98,63.08,78.93,64,0.0,0.0,74.69,4.75,39.72,78.733,63.933,13.2,63
1977-04-13,62.95,79.82,66,0,0.0,33.49,10.48,21.985,63.08,78.93,64,0.0,0.0,34.1,18.699999999999996,26.4,78.733,63.933,8.6,63
1977-04-20,62.95,79.82,66,0,0.0,32.85,7.28,20.065,63.08,78.93,64,0.0,0.0,33.0,11.4,22.2,78.733,63.933,18.6,63
1977-04-23,62.95,79.82,66,33,0.0,61.42,4.4,32.910000000000004,63.08,78.93,64,0.0,0.0,25.3,7.6,16.45,78.733,63.933,12.2,63
1977-04-24,62.95,79.82,66,0,0.0,28.36,5.2,16.78,63.08,78.93,64,0.0,0.0,34.201929967426715,12.077027687296418,23.28,78.733,63.933,13.8,63
1977-05-01,62.95,79.82,66,0,0.0,31.03,6.32,18.675,63.08,78.93,64,0.0,0.0,30.8,7.6,19.2,78.733,63.933,13.2,63
1977-05-02,62.95,79.82,66,0,0.0,29.96,8.64,19.3,63.08,78.93,64,211.0,0.0,30.8,8.675097719869708,19.87807003257329,78.733,63.933,12.6,63
1977-05-07,62.95,79.82,66,0,0.0,24.82,3.28,14.05,63.08,78.93,64,0.0,0.0,57.64,-22.119999999999997,17.76,78.733,63.933,13.2,63
1977-05-11,62.95,79.82,66,0,0.0,35.1,10.08,22.59,63.08,78.93,64,0.0,0.0,35.2,17.1,26.150000000000002,78.733,63.933,18.0,63
1977-05-15,62.95,79.82,66,0,0.0,36.38,11.68,24.03,63.08,78.93,64,0.0,3.22,41.94,17.1,29.52,78.733,63.933,18.2,63
1977-05-21,62.95,79.82,66,0,0.0,31.56,16.16,23.86,63.08,78.93,64,0.0,0.0,30.8,27.52,29.16,78.733,63.933,21.0,63
1977-05-26,62.95,79.82,66,0,0.0,68.91,10.4,39.655,63.08,78.93,64,0.0,0.0,68.64,19.95,44.295,78.733,63.933,22.5,63
1977-05-28,62.95,79.82,66,0,0.0,66.66,33.68,50.17,63.08,78.93,64,0.0,0.0,31.9,25.22,28.56,78.733,63.933,22.0,63
1977-05-30,62.95,79.82,66,0,0.0,70.62,9.12,39.870000000000005,63.08,78.93,64,0.0,0.0,63.36,-21.119999999999997,21.12,78.733,63.933,20.2,63
1977-06-02,62.95,79.82,66,0,0.0,36.38,10.4,23.39,63.08,78.93,64,0.0,0.0,42.08,36.3,39.19,78.733,63.933,20.8,63
1977-06-07,62.95,79.82,66,0,0.0,38.31,13.36,25.835,63.08,78.93,64,0.0,3.82,38.5,17.1,27.8,78.733,63.933,27.3,63
1977-06-08,62.95,79.82,66,0,0.0,39.8,14.48,27.14,63.08,78.93,64,0.0,0.0,40.7,31.299999999999997,36.0,78.733,63.933,25.5,63
1977-06-10,62.95,79.82,66,0,0.0,38.24,38.09,38.165000000000006,63.08,78.93,64,0.0,0.0,39.6,20.9,30.25,78.733,63.933,27.8,63
1977-06-12,62.95,79.82,66,0,0.0,42.05,14.88,28.465,63.08,78.93,64,20.0,0.0,42.9,23.82,33.36,78.733,63.933,26.3,63
1977-06-14,62.95,79.82,66,0,0.0,42.48,15.52,29.0,63.08,78.93,64,20.0,0.0,44.0,32.8,38.4,78.733,63.933,29.5,63
1977-06-15,62.95,79.82,66,0,0.0,41.73,16.96,29.345,63.08,78.93,64,0.0,0.0,44.0,19.95,31.975,78.733,63.933,28.6,63
1977-06-17,62.95,79.82,66,0,0.0,43.55,2.08,22.814999999999998,63.08,78.93,64,0.0,0.0,44.0,23.75,33.875,78.733,63.933,27.0,63
1977-06-20,62.95,79.82,66,0,0.0,40.77,16.32,28.545,63.08,78.93,64,0.0,0.0,71.94,20.9,46.42,78.733,63.933,25.8,63
1977-06-23,62.95,79.82,66,0,0.0,38.31,17.28,27.795,63.08,78.93,64,0.0,0.0,39.6,29.520000000000003,34.56,78.733,63.933,27.0,63
1977-06-24,62.95,79.82,66,4,2.33,40.77,19.28,30.025000000000002,63.08,78.93,64,0.0,0.0,45.33,19.95,32.64,78.733,63.933,28.6,63
1977-06-25,62.95,79.82,66,0,0.0,37.56,17.84,27.700000000000003,63.08,78.93,64,0.0,0.0,38.5,26.299999999999997,32.4,78.733,63.933,28.0,63
1977-06-28,62.95,79.82,66,0,0.0,34.03,10.88,22.455000000000002,63.08,78.93,64,0.0,0.0,41.881929967426714,19.757027687296418,30.96,78.733,63.933,24.3,63
1977-07-08,62.95,79.82,66,0,0.0,40.66,19.68,30.169999999999998,63.08,78.93,64,0.0,0.0,70.95,3.9299999999999926,37.44,78.733,63.933,27.5,63
1977-07-17,62.95,79.82,66,0,0.0,38.41,15.12,26.764999999999997,63.08,78.93,64,0.0,0.0,40.7,18.05,29.375,78.733,63.933,26.7,63
1977-07-22,62.95,79.82,66,0,0.0,39.06,15.6,27.330000000000002,63.08,78.93,64,0.0,0.0,39.6,20.9,30.25,78.733,63.933,27.0,63
1977-07-23,62.95,79.82,66,0,0.0,35.84,17.68,26.76,63.08,78.93,64,0.0,0.0,37.4,23.75,30.575,78.733,63.933,27.0,63
1977-07-29,62.95,79.82,66,0,0.0,34.99,14.24,24.615000000000002,63.08,78.93,64,0.0,0.0,36.3,18.05,27.174999999999997,78.733,63.933,24.8,63
1977-08-01,62.95,79.82,66,0,0.0,34.88,14.16,24.520000000000003,63.08,78.93,64,0.0,0.0,36.3,19.0,27.65,78.733,63.933,24.0,63
1977-08-04,62.95,79.82,66,0,0.0,34.13,14.48,24.305,63.08,78.93,64,0.0,0.0,37.4,17.1,27.25,78.733,63.933,24.6,63
1977-08-07,62.95,79.82,66,0,0.0,35.1,15.2,25.15,63.08,78.93,64,0.0,0.0,35.2,23.119999999999997,29.16,78.733,63.933,25.7,63
1977-08-08,62.95,79.82,66,0,0.0,36.38,14.88,25.630000000000003,63.08,78.93,64,0.0,0.0,41.94,17.1,29.52,78.733,63.933,26.6,63
1977-08-09,62.95,79.82,66,0,0.0,37.45,14.64,26.045,63.08,78.93,64,0.0,0.0,39.6,16.15,27.875,78.733,63.933,30.0,63
1977-08-10,62.95,79.82,66,0,0.0,37.88,15.36,26.62,63.08,78.93,64,0.0,0.0,38.5,25.819999999999993,32.16,78.733,63.933,26.0,63
1977-08-11,62.95,79.82,66,0,0.0,55.43,14.08,34.755,63.08,78.93,64,0.0,0.0,34.1,16.15,25.125,78.733,63.933,25.0,63
1977-08-12,62.95,79.82,66,0,0.0,34.45,12.0,23.225,63.08,78.93,64,0.0,0.0,36.3,17.1,26.7,78.733,63.933,25.8,63
1977-08-13,62.95,79.82,66,0,0.0,37.77,12.8,25.285000000000004,63.08,78.93,64,0.0,3.35,93.88,37.4,65.64,78.733,63.933,29.0,63
1977-08-15,62.95,79.82,66,0,0.0,34.24,16.88,25.560000000000002,63.08,78.93,64,0.0,0.0,36.3,18.900000000000006,27.6,78.733,63.933,25.0,63
1977-08-21,62.95,79.82,66,0,0.0,33.17,10.0,21.585,63.08,78.93,64,0.0,0.0,34.1,14.25,24.175,78.733,63.933,22.5,63
1977-08-24,62.95,79.82,66,0,0.0,31.56,10.16,20.86,63.08,78.93,64,0.0,0.0,33.0,24.119999999999997,28.56,78.733,63.933,23.5,63
1977-08-25,62.95,79.82,66,0,0.0,36.92,11.04,23.98,63.08,78.93,64,0.0,2.52,39.6,21.839999999999996,30.72,78.733,63.933,30.0,63
1977-08-26,62.95,79.82,66,0,0.0,38.31,12.64,25.475,63.08,78.93,64,0.0,0.0,70.51,17.1,43.80500000000001,78.733,63.933,25.0,63
1977-08-28,62.95,79.82,66,0,0.0,34.99,15.6,25.295,63.08,78.93,64,0.0,0.0,35.2,8.0,21.6,78.733,63.933,20.5,63
1977-08-29,62.95,79.82,66,0,0.0,25.68,10.08,17.88,63.08,78.93,64,0.0,0.0,26.4,10.45,18.424999999999997,78.733,63.933,19.5,63
1977-08-30,62.95,79.82,66,0,0.0,24.61,8.08,16.345,63.08,78.93,64,0.0,0.0,25.3,11.4,18.35,78.733,63.933,19.8,63
1977-09-02,62.95,79.82,66,0,0.0,29.42,9.04,19.23,63.08,78.93,64,0.0,0.0,30.8,17.2,24.0,78.733,63.933,20.3,63
1977-09-04,62.95,79.82,66,0,0.0,31.67,9.2,20.435000000000002,63.08,78.93,64,0.0,0.0,66.77,-16.369999999999997,25.2,78.733,63.933,22.5,63
1977-09-06,62.95,79.82,66,0,0.0,25.15,6.72,15.934999999999999,63.08,78.93,64,0.0,0.0,27.95,10.45,19.2,78.733,63.933,17.2,63
1977-09-07,62.95,79.82,66,0,0.0,58.74,7.52,33.13,63.08,78.93,64,0.0,0.0,29.7,9.5,19.6,78.733,63.933,20.6,63
1977-09-08,62.95,79.82,66,0,0.0,31.67,10.72,21.195,63.08,78.93,64,0.0,0.0,33.0,9.719999999999999,21.36,78.733,63.933,21.8,63
1977-09-11,62.95,79.82,66,0,0.0,31.46,10.88,21.17,63.08,78.93,64,0.0,2.6,31.9,18.980000000000004,25.44,78.733,63.933,23.0,63
1977-09-13,62.95,79.82,66,0,0.0,33.17,8.96,21.065,63.08,78.93,64,0.0,0.0,35.2,15.199999999999996,25.2,78.733,63.933,22.0,63
1977-09-16,62.95,79.82,66,0,3.07,35.84,32.48,34.16,63.08,78.93,64,0.0,0.0,35.2,14.25,24.725,78.733,63.933,22.8,63
1977-09-24,62.95,79.82,66,0,0.0,31.89,4.96,18.425,63.08,78.93,64,0.0,2.84,65.12,8.55,36.835,78.733,63.933,17.6,63
1977-09-25,62.95,79.82,66,0,0.0,34.24,8.96,21.6,63.08,78.93,64,0.0,0.0,35.2,18.559999999999995,26.88,78.733,63.933,23.8,63
1977-09-26,62.95,79.82,66,0,0.0,36.38,11.2,23.79,63.08,78.93,64,0.0,0.0,45.019999999999996,13.3,29.159999999999997,78.733,63.933,22.4,63
1977-09-27,62.95,79.82,66,0,2.96,29.42,10.08,19.75,63.08,78.93,64,0.0,0.0,30.8,19.359999999999996,25.08,78.733,63.933,20.3,63
1977-09-28,62.95,79.82,66,0,0.0,29.42,11.44,20.43,63.08,78.93,64,0.0,0.0,35.2,7.519999999999996,21.36,78.733,63.933,19.2,63
1977-09-29,62.95,79.82,66,0,0.0,29.96,8.24,19.1,63.08,78.93,64,0.0,0.0,30.8,7.599999999999998,19.2,78.733,63.933,17.8,63
1977-10-02,62.95,79.82,66,0,0.0,17.66,-0.4,8.63,63.08,78.93,64,0.0,0.0,18.7,10.100000000000001,14.4,78.733,63.933,10.7,63
1977-10-03,62.95,79.82,66,0,0.0,62.06,-0.16,30.950000000000003,63.08,78.93,64,0.0,0.0,17.3,1.9,9.6,78.733,63.933,10.4,63
1977-10-04,62.95,79.82,66,0,0.0,24.61,0.4,12.504999999999999,63.08,78.93,64,0.0,0.0,26.4,4.800000000000001,15.6,78.733,63.933,12.8,63
1977-10-05,62.95,79.82,66,0,0.0,29.96,3.68,16.82,63.08,78.93,64,0.0,0.0,69.52,2.85,36.184999999999995,78.733,63.933,14.8,63
1977-10-06,62.95,79.82,66,0,0.0,20.65,6.64,13.645,63.08,78.93,64,0.0,0.0,62.81,-32.57000000000001,15.119999999999997,78.733,63.933,13.4,63
1977-10-09,62.95,79.82,66,0,0.0,25.68,5.68,15.68,63.08,78.93,64,0.0,0.0,25.3,6.65,15.975000000000001,78.733,63.933,12.4,63
1977-10-10,62.95,79.82,66,0,0.0,25.79,24.16,24.975,63.08,78.93,64,0.0,0.0,25.3,11.179999999999996,18.24,78.733,63.933,14.2,63
1977-10-13,62.95,79.82,66,0,3.8,19.26,4.56,11.91,63.08,78.93,64,5.0,0.0,17.6,7.119999999999997,12.36,78.733,63.933,11.8,63
1977-10-14,62.95,79.82,66,82,0.0,19.9,6.0,12.95,63.08,78.93,64,10.0,0.0,19.8,6.65,13.225000000000001,78.733,63.933,10.4,63
1977-10-16,62.95,79.82,66,0,0.0,25.15,4.08,14.614999999999998,63.08,78.93,64,0.0,0.0,26.4,7.200000000000003,16.8,78.733,63.933,13.2,63
1977-10-17,62.95,79.82,66,0,0.0,19.8,7.76,13.780000000000001,63.08,78.93,64,0.0,0.0,18.7,10.100000000000001,14.4,78.733,63.933,11.2,63
1977-10-18,62.95,79.82,66,24,0.0,14.87,5.44,10.155,63.08,78.93,64,5.0,0.0,13.2,7.920000000000002,10.56,78.733,63.933,7.8,63
1977-10-19,62.95,79.82,66,6,0.0,9.63,2.56,6.095000000000001,63.08,78.93,64,30.0,0.0,14.281929967426711,-7.8429723127035835,3.36,78.733,63.933,3.8,63
1977-10-21,62.95,79.82,66,27,0.0,16.58,3.2,9.889999999999999,63.08,78.93,64,10.0,0.0,16.5,-5.624902280130295,5.578070032573288,78.733,63.933,6.0,63
1977-10-25,62.95,79.82,66,0,0.0,37.66,-2.4,17.63,63.08,78.93,64,0.0,0.0,27.83,-0.95,13.44,78.733,63.933,6.6,63
1977-11-01,62.95,79.82,66,0,3.46,19.04,16.69,17.865000000000002,63.08,78.93,64,0.0,0.0,57.2,-38.480000000000004,9.36,78.733,63.933,6.4,63
1977-11-04,62.95,79.82,66,4,0.0,14.02,2.88,8.45,63.08,78.93,64,0.0,0.0,13.2,3.8,8.5,78.733,63.933,6.2,63
1977-11-06,62.95,79.82,66,0,3.97,18.19,4.4,11.295000000000002,63.08,78.93,64,0.0,0.0,23.08,3.8,13.44,78.733,63.933,7.8,63
1977-11-07,62.95,79.82,66,28,0.0,16.91,4.56,10.735,63.08,78.93,64,30.0,0.0,13.2,0.0,6.6,78.733,63.933,6.2,63
1977-11-09,62.95,79.82,66,0,0.0,10.49,-2.56,3.965,63.08,78.93,64,0.0,3.9,33.22,-30.099999999999998,1.5600000000000005,78.733,63.933,2.2,63
1977-11-10,62.95,79.82,66,0,0.0,4.17,-3.6,0.2849999999999999,63.08,78.93,64,0.0,0.0,4.4,-2.85,0.7750000000000001,78.733,63.933,0.7,63
1977-11-12,62.95,79.82,66,0,0.0,16.16,-0.24,7.96,63.08,78.93,64,0.0,0.0,16.5,0.0,8.25,78.733,63.933,5.7,63
1977-11-18,62.95,79.82,66,0,0.0,10.81,2.48,6.6450000000000005,63.08,78.93,64,10.0,0.0,20.76192996742671,-1.362972312703583,9.84,78.733,63.933,7.3,63
1977-11-19,62.95,79.82,66,0,0.0,9.63,4.48,7.055000000000001,63.08,78.93,64,10.0,0.0,19.561929967426714,-2.5629723127035824,8.64,78.733,63.933,9.8,63
1977-11-21,62.95,79.82,66,0,0.0,8.24,4.08,6.16,63.08,78.93,64,10.0,0.0,17.641929967426712,-4.482972312703583,6.72,78.733,63.933,5.8,63
1977-11-23,62.95,79.82,66,0,0.0,6.42,0.4,3.41,63.08,78.93,64,0.0,0.0,7.72,3.8,5.76,78.733,63.933,5.3,63
1977-11-28,62.95,79.82,66,0,0.0,7.92,-2.8,2.56,63.08,78.93,64,0.0,0.0,14.761929967426711,-7.362972312703583,3.84,78.733,63.933,1.0,63
1977-11-29,62.95,79.82,66,0,2.09,11.77,-1.28,5.245,63.08,78.93,64,0.0,0.0,21.72192996742671,-0.40297231270358225,10.8,78.733,63.933,5.8,63
