DATE,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,tmax_A,tmin_A,Tavg_A,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,tmax_b,tmin_b,Tavg_B,LONGITUDE,LATITUDE,TAVG,ELEVATION
1976-10-19,63.88,77.52,128,0.0,0.0,-4.4,-15.999999999999998,-10.2,62.95,79.82,66,12,0.0,22.36,-4.72,8.82,78.733,63.933,-4.2,63
1976-11-01,63.88,77.52,128,0.0,0.0,4.4,-6.02,-0.8099999999999996,62.95,79.82,66,0,0.0,4.82,-6.56,-0.8699999999999997,78.733,63.933,-1.4,63
1976-11-02,63.88,77.52,128,0.0,0.0,4.4,-6.02,-0.8099999999999996,62.95,79.82,66,0,0.0,12.2,-6.24,2.9799999999999995,78.733,63.933,5.5,63
1976-11-05,63.88,77.52,128,0.0,0.0,13.2,0.0,6.6,62.95,79.82,66,0,0.0,17.66,4.32,10.99,78.733,63.933,5.8,63
1976-11-07,63.88,77.52,128,0.0,0.0,-1.1,-10.18,-5.64,62.95,79.82,66,0,0.0,2.68,-7.76,-2.54,78.733,63.933,-1.6,63
1976-11-09,63.88,77.52,128,0.0,0.0,2.2,-6.02,-1.9099999999999997,62.95,79.82,66,0,0.0,1.28,-8.08,-3.4,78.733,63.933,0.5,63
1976-11-10,63.88,77.52,128,0.0,0.0,37.62,-48.66,-5.52,62.95,79.82,66,8,0.0,1.71,-2.64,-0.4650000000000001,78.733,63.933,-0.7,63
1976-11-11,63.88,77.52,128,0.0,0.0,0.0,-13.92,-6.96,62.95,79.82,66,5,0.0,1.6,-2.48,-0.43999999999999995,78.733,63.933,-1.3,63
1976-11-12,63.88,77.52,128,0.0,0.0,16.34,-35.06,-9.360000000000001,62.95,79.82,66,0,0.0,-0.54,-5.6,-3.07,78.733,63.933,-2.2,63
1976-11-14,63.88,77.52,128,0.0,0.0,3.3,-9.3,-3.0000000000000004,62.95,79.82,66,0,0.0,3.21,-8.8,-2.7950000000000004,78.733,63.933,-4.0,63
1976-11-16,63.88,77.52,128,0.0,0.0,9.98,7.7,8.84,62.95,79.82,66,0,0.0,8.67,-8.0,0.33499999999999996,78.733,63.933,-1.2,63
1976-11-18,63.88,77.52,128,0.0,0.0,12.21,2.2,7.205,62.95,79.82,66,0,0.0,1.07,-8.48,-3.705,78.733,63.933,-0.7,63
1976-11-20,63.88,77.52,128,0.0,0.0,2.2,-12.04,-4.92,62.95,79.82,66,0,0.0,2.68,-10.48,-3.9000000000000004,78.733,63.933,-3.3,63
1976-11-21,63.88,77.52,128,0.0,0.0,6.6,-10.92,-2.16,62.95,79.82,66,0,0.0,7.06,-7.76,-0.3500000000000001,78.733,63.933,-1.0,63
1976-11-22,63.88,77.52,128,0.0,0.0,11.161436597110754,-8.634213483146068,1.2,62.95,79.82,66,0,0.0,10.06,-5.44,2.31,78.733,63.933,1.2,63
1976-11-24,63.88,77.52,128,0.0,0.0,13.2,-8.879999999999999,2.16,62.95,79.82,66,0,0.0,25.36,12.84,19.1,78.733,63.933,1.5,63
1976-11-25,63.88,77.52,128,0.0,3.13,14.3,-3.44,5.430000000000001,62.95,79.82,66,0,0.0,47.72,-3.44,22.14,78.733,63.933,-0.4,63
1976-11-29,63.88,77.52,128,0.0,0.0,0.0,-16.32,-8.16,62.95,79.82,66,0,3.91,1.28,-4.72,-1.7199999999999998,78.733,63.933,-1.5,63
1976-12-02,63.88,77.52,128,0.0,0.0,22.11,-11.18,5.465,62.95,79.82,66,0,0.0,0.64,-8.88,-4.12,78.733,63.933,-3.0,63
1976-12-03,63.88,77.52,128,0.0,0.0,0.0,-9.46,-4.73,62.95,79.82,66,0,0.0,1.28,-7.6,-3.1599999999999997,78.733,63.933,-4.0,63
1976-12-04,63.88,77.52,128,0.0,0.0,36.339999999999996,1.1,18.72,62.95,79.82,66,0,0.0,3.96,-7.92,-1.98,78.733,63.933,-1.2,63
1976-12-05,63.88,77.52,128,0.0,0.0,3.3,-8.6,-2.65,62.95,79.82,66,0,0.0,0.0,-8.8,-4.4,78.733,63.933,-1.4,63
1976-12-08,63.88,77.52,128,0.0,0.0,-1.1,-10.32,-5.71,62.95,79.82,66,0,0.0,1.5,-11.52,-5.01,78.733,63.933,-4.6,63
1976-12-09,63.88,77.52,128,239.0,0.0,-3.3,-23.095650080256824,-13.261436597110755,62.95,79.82,66,0,0.0,-1.07,-7.36,-4.215,78.733,63.933,-3.2,63
1976-12-12,63.88,77.52,128,239.0,0.0,1.321436597110754,-18.474213483146066,-8.64,62.95,79.82,66,20,0.0,0.11,-3.52,-1.705,78.733,63.933,-5.0,63
1976-12-15,63.88,77.52,128,239.0,0.0,14.19,-4.4,4.895,62.95,79.82,66,0,0.0,-4.28,-10.32,-7.300000000000001,78.733,63.933,-5.2,63
1976-12-16,63.88,77.52,128,239.0,0.0,-6.619999999999997,-9.46,-8.04,62.95,79.82,66,0,0.0,0.43,-8.16,-3.865,78.733,63.933,-5.5,63
1976-12-17,63.88,77.52,128,239.0,0.0,5.401436597110755,-14.394213483146068,-4.56,62.95,79.82,66,4,0.0,1.07,-8.32,-3.625,78.733,63.933,-2.2,63
1976-12-18,63.88,77.52,128,239.0,0.0,-3.3,-4.3,-3.8,62.95,79.82,66,43,0.0,13.28,-0.21,6.534999999999999,78.733,63.933,-1.6,63
1976-12-23,63.88,77.52,128,239.0,0.0,-16.5,-26.22,-21.36,62.95,79.82,66,0,0.0,-18.08,-22.56,-20.32,78.733,63.933,-17.8,63
1976-12-24,63.88,77.52,128,239.0,0.0,-17.6,-37.12,-27.36,62.95,79.82,66,0,0.0,-19.26,-23.76,-21.51,78.733,63.933,-17.8,63
1976-12-25,63.88,77.52,128,239.0,0.0,-17.6,-22.36,-27.36,62.95,79.82,66,2,0.0,20.86,-22.16,-0.6500000000000004,78.733,63.933,-16.3,63
1976-12-26,63.88,77.52,128,0.0,0.0,7.14,-31.62,-12.24,62.95,79.82,66,0,0.0,-5.99,-14.8,-10.395,78.733,63.933,-9.2,63
1976-12-27,63.88,77.52,128,0.0,0.0,18.83,-34.43,-7.800000000000001,62.95,79.82,66,0,0.0,-5.35,-6.96,-6.154999999999999,78.733,63.933,-6.0,63
1976-12-28,63.88,77.52,128,0.0,0.0,1.5614365971107542,-18.234213483146068,-8.4,62.95,79.82,66,0,4.0,22.16,-4.07,9.045,78.733,63.933,-7.6,63
1976-12-29,63.88,77.52,128,0.0,0.0,-8.6,-11.320000000000002,-9.96,62.95,79.82,66,0,0.0,33.28,-12.8,10.24,78.733,63.933,-7.3,63
1977-01-02,63.88,77.52,128,0.0,0.0,-11.0,-45.64,-28.32,62.95,79.82,66,0,0.0,-13.38,-15.84,-14.61,78.733,63.933,-17.2,63
1977-01-04,63.88,77.52,128,0.0,0.0,-24.2,-38.2,-31.200000000000003,62.95,79.82,66,0,3.0,-15.41,-20.08,-17.744999999999997,78.733,63.933,-21.4,63
1977-01-05,63.88,77.52,128,0.0,0.0,-19.8,-26.66,-23.23,62.95,79.82,66,0,0.0,-14.77,-20.56,-17.665,78.733,63.933,-19.7,63
1977-01-06,63.88,77.52,128,0.0,0.0,-17.6,-22.36,-19.98,62.95,79.82,66,0,0.0,-6.31,-19.28,-12.795,78.733,63.933,-15.6,63
1977-01-07,63.88,77.52,128,0.0,0.0,-20.64,-25.68,-23.16,62.95,79.82,66,0,0.0,-6.42,-16.72,-11.57,78.733,63.933,-13.6,63
1977-01-08,63.88,77.52,128,0.0,0.0,12.99,-9.9,1.545,62.95,79.82,66,0,0.0,14.77,-12.96,0.9049999999999994,78.733,63.933,-11.0,63
1977-01-12,63.88,77.52,128,5.0,0.0,-18.7,-29.779999999999998,-24.24,62.95,79.82,66,0,0.0,-4.17,-6.48,-5.325,78.733,63.933,-12.8,63
1977-01-13,63.88,77.52,128,0.0,0.0,-13.558563402889245,-33.35421348314607,-23.52,62.95,79.82,66,0,0.0,-7.81,-13.2,-10.504999999999999,78.733,63.933,-15.4,63
1977-01-16,63.88,77.52,128,0.0,0.0,-18.7,-22.36,-20.53,62.95,79.82,66,0,0.0,-7.28,-14.8,-11.040000000000001,78.733,63.933,-16.0,63
1977-01-18,63.88,77.52,128,0.0,0.0,-24.2,-27.52,-25.86,62.95,79.82,66,8,0.0,-8.56,-14.48,-11.52,78.733,63.933,-21.2,63
1977-01-19,63.88,77.52,128,0.0,0.0,-18.94,-26.66,-22.8,62.95,79.82,66,3,0.0,-5.35,-19.04,-12.195,78.733,63.933,-16.0,63
1977-01-20,63.88,77.52,128,0.0,0.0,-14.3,-34.17999999999999,-24.239999999999995,62.95,79.82,66,64,0.0,-5.24,-8.48,-6.86,78.733,63.933,-16.2,63
1977-01-21,63.88,77.52,128,0.0,0.0,-29.24,-38.44000000000001,-33.84,62.95,79.82,66,5,0.0,-9.2,-20.72,-14.959999999999999,78.733,63.933,-26.2,63
1977-01-22,63.88,77.52,128,0.0,3.47,-24.2,-45.879999999999995,-35.04,62.95,79.82,66,0,0.0,10.27,-25.92,-7.825000000000001,78.733,63.933,-28.3,63
1977-01-23,63.88,77.52,128,0.0,0.0,36.44,-24.2,6.119999999999999,62.95,79.82,66,0,0.0,-19.8,-25.6,-22.700000000000003,78.733,63.933,-27.6,63
1977-01-24,63.88,77.52,128,0.0,3.88,-17.158563402889246,-36.95421348314607,-27.12,62.95,79.82,66,0,0.0,-21.4,-25.92,-23.66,78.733,63.933,-24.8,63
1977-01-28,63.88,77.52,128,0.0,0.0,-2.638563402889245,-22.434213483146067,-12.6,62.95,79.82,66,0,3.35,-5.03,-16.24,-10.635,78.733,63.933,-13.2,63
1977-01-29,63.88,77.52,128,0.0,0.0,-11.0,-25.0,-18.0,62.95,79.82,66,0,2.67,-7.28,-11.36,-9.32,78.733,63.933,-15.8,63
1977-02-01,63.88,77.52,128,0.0,0.0,-14.3,-34.095650080256824,-24.261436597110755,62.95,79.82,66,0,0.0,-11.77,-20.88,-16.325,78.733,63.933,-21.5,63
1977-02-09,63.88,77.52,128,0.0,0.0,-22.0,-40.4,-31.2,62.95,79.82,66,0,2.18,-15.09,-19.2,-17.145,78.733,63.933,-24.8,63
1977-02-11,63.88,77.52,128,0.0,0.0,49.86,-12.9,18.48,62.95,79.82,66,0,0.0,1.07,-12.16,-5.545,78.733,63.933,-9.6,63
1977-02-14,63.88,77.52,128,0.0,0.0,1.1,-1.72,-0.30999999999999994,62.95,79.82,66,0,0.0,2.03,-1.36,0.33499999999999985,78.733,63.933,-0.3,63
1977-02-15,63.88,77.52,128,0.0,0.0,-1.1,-16.18,-8.64,62.95,79.82,66,0,0.0,31.78,-2.8,14.49,78.733,63.933,-9.0,63
1977-02-16,63.88,77.52,128,0.0,0.0,-3.3,-14.46,-8.88,62.95,79.82,66,0,0.0,0.21,-7.6,-3.695,78.733,63.933,-9.8,63
1977-02-17,63.88,77.52,128,0.0,0.0,-5.5,-17.06,-11.28,62.95,79.82,66,0,0.0,31.35,-8.16,11.595,78.733,63.933,-10.2,63
1977-02-19,63.88,77.52,128,0.0,0.0,-1.1,-11.38,-6.24,62.95,79.82,66,0,3.67,3.21,-9.44,-3.1149999999999998,78.733,63.933,-8.5,63
1977-02-20,63.88,77.52,128,0.0,0.0,2.2,-14.2,-6.0,62.95,79.82,66,0,0.0,8.88,-8.24,0.3200000000000003,78.733,63.933,-7.4,63
1977-02-23,63.88,77.52,128,0.0,0.0,10.561436597110754,-9.234213483146068,0.6,62.95,79.82,66,0,2.78,9.1,-3.12,2.9899999999999998,78.733,63.933,0.5,63
1977-02-24,63.88,77.52,128,0.0,0.0,8.8,-1.120000000000001,3.84,62.95,79.82,66,0,0.0,12.95,-1.12,5.914999999999999,78.733,63.933,1.7,63
1977-02-27,63.88,77.52,128,0.0,0.0,21.78,-18.06,1.8600000000000012,62.95,79.82,66,2,0.0,-6.74,-13.92,-10.33,78.733,63.933,-17.8,63
1977-02-28,63.88,77.52,128,0.0,0.0,-5.5,-19.94,-12.72,62.95,79.82,66,0,0.0,0.43,-12.16,-5.865,78.733,63.933,-8.0,63
1977-03-01,63.88,77.52,128,0.0,0.0,63.16,11.0,37.08,62.95,79.82,66,0,0.0,14.34,-4.16,5.09,78.733,63.933,-0.2,63
1977-03-13,63.88,77.52,128,0.0,0.0,13.2,-1.6799999999999997,5.76,62.95,79.82,66,0,2.06,17.55,-2.48,7.535,78.733,63.933,0.3,63
1977-03-21,63.88,77.52,128,0.0,0.0,32.59,20.9,26.745,62.95,79.82,66,0,0.0,19.26,5.04,12.15,78.733,63.933,1.4,63
1977-04-04,63.88,77.52,128,0.0,0.0,31.65,20.9,26.275,62.95,79.82,66,0,0.0,21.61,2.08,11.844999999999999,78.733,63.933,0.8,63
1977-04-09,63.88,77.52,128,0.0,0.0,30.8,3.44,17.12,62.95,79.82,66,0,0.0,29.96,3.12,16.54,78.733,63.933,3.5,63
1977-04-11,63.88,77.52,128,0.0,3.25,30.8,11.004349919743179,20.838563402889246,62.95,79.82,66,0,0.0,54.68,5.28,29.98,78.733,63.933,13.2,63
1977-04-13,63.88,77.52,128,0.0,0.0,31.9,7.460000000000001,19.68,62.95,79.82,66,0,0.0,33.49,10.48,21.985,78.733,63.933,8.6,63
1977-04-20,63.88,77.52,128,0.0,0.0,44.4,10.32,27.36,62.95,79.82,66,0,0.0,32.85,7.28,20.065,78.733,63.933,18.6,63
1977-04-23,63.88,77.52,128,0.0,0.0,22.0,12.560000000000002,17.28,62.95,79.82,66,33,0.0,61.42,4.4,32.910000000000004,78.733,63.933,12.2,63
1977-04-24,63.88,77.52,128,0.0,0.0,27.5,6.88,17.19,62.95,79.82,66,0,0.0,28.36,5.2,16.78,78.733,63.933,13.8,63
1977-05-01,63.88,77.52,128,0.0,0.0,30.8,8.6,19.7,62.95,79.82,66,0,0.0,31.03,6.32,18.675,78.733,63.933,13.2,63
1977-05-02,63.88,77.52,128,0.0,0.0,27.361436597110753,7.565786516853931,17.4,62.95,79.82,66,0,0.0,29.96,8.64,19.3,78.733,63.933,12.6,63
1977-05-07,63.88,77.52,128,0.0,0.0,23.1,6.02,14.56,62.95,79.82,66,0,0.0,24.82,3.28,14.05,78.733,63.933,13.2,63
1977-05-11,63.88,77.52,128,0.0,0.0,23.1,8.6,14.56,62.95,79.82,66,0,0.0,35.1,10.08,22.59,78.733,63.933,18.0,63
1977-05-15,63.88,77.52,128,0.0,2.08,33.601436597110755,13.805786516853933,23.64,62.95,79.82,66,0,0.0,36.38,11.68,24.03,78.733,63.933,18.2,63
1977-05-21,63.88,77.52,128,0.0,0.0,69.63,-19.709999999999994,24.96,62.95,79.82,66,0,0.0,31.56,16.16,23.86,78.733,63.933,21.0,63
1977-05-26,63.88,77.52,128,0.0,2.14,38.52143659711075,18.72578651685393,28.56,62.95,79.82,66,0,0.0,68.91,10.4,39.655,78.733,63.933,22.5,63
1977-05-28,63.88,77.52,128,0.0,0.0,95.78,31.9,63.84,62.95,79.82,66,0,0.0,66.66,33.68,50.17,78.733,63.933,22.0,63
1977-05-30,63.88,77.52,128,0.0,0.0,30.8,9.279999999999998,20.04,62.95,79.82,66,0,0.0,70.62,9.12,39.870000000000005,78.733,63.933,20.2,63
1977-06-02,63.88,77.52,128,0.0,0.0,34.1,10.32,22.21,62.95,79.82,66,0,0.0,36.38,10.4,23.39,78.733,63.933,20.8,63
1977-06-07,63.88,77.52,128,0.0,0.0,39.6,15.48,27.54,62.95,79.82,66,0,0.0,38.31,13.36,25.835,78.733,63.933,27.3,63
1977-06-08,63.88,77.52,128,0.0,0.0,69.41,9.790000000000006,39.6,62.95,79.82,66,0,0.0,39.8,14.48,27.14,78.733,63.933,25.5,63
1977-06-10,63.88,77.52,128,0.0,0.0,41.02,38.5,39.760000000000005,62.95,79.82,66,0,0.0,38.24,38.09,38.165000000000006,78.733,63.933,27.8,63
1977-06-12,63.88,77.52,128,0.0,0.0,41.8,22.004349919743177,31.838563402889243,62.95,79.82,66,0,0.0,42.05,14.88,28.465,78.733,63.933,26.3,63
1977-06-14,63.88,77.52,128,0.0,0.0,45.1,19.78,32.44,62.95,79.82,66,0,0.0,42.48,15.52,29.0,78.733,63.933,29.5,63
1977-06-15,63.88,77.52,128,0.0,0.0,46.20143659711076,26.405786516853937,36.24,62.95,79.82,66,0,0.0,41.73,16.96,29.345,78.733,63.933,28.6,63
1977-06-17,63.88,77.52,128,0.0,0.0,43.0,18.92,30.96,62.95,79.82,66,0,0.0,43.55,2.08,22.814999999999998,78.733,63.933,27.0,63
1977-06-20,63.88,77.52,128,0.0,0.0,39.6,18.06,28.83,62.95,79.82,66,0,0.0,40.77,16.32,28.545,78.733,63.933,25.8,63
1977-06-23,63.88,77.52,128,0.0,0.0,40.7,17.2,28.950000000000003,62.95,79.82,66,0,0.0,38.31,17.28,27.795,78.733,63.933,27.0,63
1977-06-24,63.88,77.52,128,500.0,0.0,44.16143659711076,24.365786516853937,34.2,62.95,79.82,66,4,2.33,40.77,19.28,30.025000000000002,78.733,63.933,28.6,63
1977-06-25,63.88,77.52,128,500.0,0.0,37.4,28.6,33.0,62.95,79.82,66,0,0.0,37.56,17.84,27.700000000000003,78.733,63.933,28.0,63
1977-06-28,63.88,77.52,128,0.0,0.0,67.32143659711076,47.525786516853934,57.36,62.95,79.82,66,0,0.0,34.03,10.88,22.455000000000002,78.733,63.933,24.3,63
1977-07-08,63.88,77.52,128,0.0,0.0,46.80143659711076,27.005786516853938,36.84,62.95,79.82,66,0,0.0,40.66,19.68,30.169999999999998,78.733,63.933,27.5,63
1977-07-17,63.88,77.52,128,0.0,0.0,40.7,17.2,28.950000000000003,62.95,79.82,66,0,0.0,38.41,15.12,26.764999999999997,78.733,63.933,26.7,63
1977-07-22,63.88,77.52,128,0.0,0.0,38.5,18.06,28.28,62.95,79.82,66,0,0.0,39.06,15.6,27.330000000000002,78.733,63.933,27.0,63
1977-07-23,63.88,77.52,128,0.0,0.0,114.03999999999999,37.4,75.72,62.95,79.82,66,0,0.0,35.84,17.68,26.76,78.733,63.933,27.0,63
1977-07-29,63.88,77.52,128,0.0,0.0,35.2,21.919999999999995,28.56,62.95,79.82,66,0,0.0,34.99,14.24,24.615000000000002,78.733,63.933,24.8,63
1977-08-01,63.88,77.52,128,0.0,0.0,48.25,38.5,43.375,62.95,79.82,66,0,0.0,34.88,14.16,24.520000000000003,78.733,63.933,24.0,63
1977-08-04,63.88,77.52,128,0.0,0.0,37.4,12.04,24.72,62.95,79.82,66,0,0.0,34.13,14.48,24.305,78.733,63.933,24.6,63
1977-08-07,63.88,77.52,128,0.0,0.0,36.3,25.620000000000005,30.96,62.95,79.82,66,0,0.0,35.1,15.2,25.15,78.733,63.933,25.7,63
1977-08-08,63.88,77.52,128,0.0,0.0,41.641436597110754,21.845786516853934,31.68,62.95,79.82,66,0,0.0,36.38,14.88,25.630000000000003,78.733,63.933,26.6,63
1977-08-09,63.88,77.52,128,0.0,0.0,40.7,33.7,37.2,62.95,79.82,66,0,0.0,37.45,14.64,26.045,78.733,63.933,30.0,63
1977-08-10,63.88,77.52,128,0.0,0.0,42.12143659711075,22.32578651685393,32.16,62.95,79.82,66,0,0.0,37.88,15.36,26.62,78.733,63.933,26.0,63
1977-08-11,63.88,77.52,128,0.0,0.0,40.580000000000005,14.62,27.6,62.95,79.82,66,0,0.0,55.43,14.08,34.755,78.733,63.933,25.0,63
1977-08-12,63.88,77.52,128,0.0,0.0,37.4,12.9,25.15,62.95,79.82,66,0,0.0,34.45,12.0,23.225,78.733,63.933,25.8,63
1977-08-13,63.88,77.52,128,0.0,0.0,41.8,35.0,38.4,62.95,79.82,66,0,0.0,37.77,12.8,25.285000000000004,78.733,63.933,29.0,63
1977-08-15,63.88,77.52,128,0.0,0.0,35.2,14.62,24.91,62.95,79.82,66,0,0.0,34.24,16.88,25.560000000000002,78.733,63.933,25.0,63
1977-08-21,63.88,77.52,128,0.0,0.0,76.02,36.3,56.16,62.95,79.82,66,0,0.0,33.17,10.0,21.585,78.733,63.933,22.5,63
1977-08-24,63.88,77.52,128,0.0,0.0,41.641436597110754,21.845786516853934,31.68,62.95,79.82,66,0,0.0,31.56,10.16,20.86,78.733,63.933,23.5,63
1977-08-25,63.88,77.52,128,0.0,0.0,42.9,28.619999999999997,35.76,62.95,79.82,66,0,0.0,36.92,11.04,23.98,78.733,63.933,30.0,63
1977-08-26,63.88,77.52,128,0.0,0.0,40.7,14.5,27.6,62.95,79.82,66,0,0.0,38.31,12.64,25.475,78.733,63.933,25.0,63
1977-08-28,63.88,77.52,128,0.0,0.0,30.601436597110755,10.805786516853933,20.64,62.95,79.82,66,0,0.0,34.99,15.6,25.295,78.733,63.933,20.5,63
1977-08-29,63.88,77.52,128,0.0,0.0,25.3,12.620000000000001,18.96,62.95,79.82,66,0,0.0,25.68,10.08,17.88,78.733,63.933,19.5,63
1977-08-30,63.88,77.52,128,0.0,0.0,25.3,6.88,16.09,62.95,79.82,66,0,0.0,24.61,8.08,16.345,78.733,63.933,19.8,63
1977-09-02,63.88,77.52,128,0.0,0.0,36.36143659711075,16.565786516853933,26.4,62.95,79.82,66,0,0.0,29.42,9.04,19.23,78.733,63.933,20.3,63
1977-09-04,63.88,77.52,128,0.0,0.0,33.0,23.880000000000003,28.44,62.95,79.82,66,0,0.0,31.67,9.2,20.435000000000002,78.733,63.933,22.5,63
1977-09-06,63.88,77.52,128,0.0,0.0,26.4,6.02,16.21,62.95,79.82,66,0,0.0,25.15,6.72,15.934999999999999,78.733,63.933,17.2,63
1977-09-07,63.88,77.52,128,0.0,0.0,26.4,5.16,16.21,62.95,79.82,66,0,0.0,58.74,7.52,33.13,78.733,63.933,20.6,63
1977-09-08,63.88,77.52,128,0.0,0.0,30.8,12.879999999999999,21.84,62.95,79.82,66,0,0.0,31.67,10.72,21.195,78.733,63.933,21.8,63
1977-09-11,63.88,77.52,128,0.0,0.0,33.54,31.9,32.72,62.95,79.82,66,0,0.0,31.46,10.88,21.17,78.733,63.933,23.0,63
1977-09-13,63.88,77.52,128,0.0,0.0,33.0,14.280000000000001,23.64,62.95,79.82,66,0,0.0,33.17,8.96,21.065,78.733,63.933,22.0,63
1977-09-16,63.88,77.52,128,0.0,0.0,36.12143659711076,16.32578651685393,26.16,62.95,79.82,66,0,3.07,35.84,32.48,34.16,78.733,63.933,22.8,63
1977-09-24,63.88,77.52,128,0.0,0.0,35.2,9.46,22.330000000000002,62.95,79.82,66,0,0.0,31.89,4.96,18.425,78.733,63.933,17.6,63
1977-09-25,63.88,77.52,128,0.0,3.52,63.160000000000004,37.4,50.28,62.95,79.82,66,0,0.0,34.24,8.96,21.6,78.733,63.933,23.8,63
1977-09-26,63.88,77.52,128,0.0,0.0,39.6,13.76,26.68,62.95,79.82,66,0,0.0,36.38,11.2,23.79,78.733,63.933,22.4,63
1977-09-27,63.88,77.52,128,0.0,0.0,29.7,16.62,23.16,62.95,79.82,66,0,2.96,29.42,10.08,19.75,78.733,63.933,20.3,63
1977-09-28,63.88,77.52,128,0.0,0.0,29.401436597110756,9.605786516853934,19.44,62.95,79.82,66,0,0.0,29.42,11.44,20.43,78.733,63.933,19.2,63
1977-09-29,63.88,77.52,128,0.0,0.0,27.5,2.7399999999999984,15.12,62.95,79.82,66,0,0.0,29.96,8.24,19.1,78.733,63.933,17.8,63
1977-10-02,63.88,77.52,128,0.0,0.0,19.081436597110752,-0.714213483146068,9.12,62.95,79.82,66,0,0.0,17.66,-0.4,8.63,78.733,63.933,10.7,63
1977-10-03,63.88,77.52,128,0.0,0.0,22.0,-1.8399999999999999,10.08,62.95,79.82,66,0,0.0,62.06,-0.16,30.950000000000003,78.733,63.933,10.4,63
1977-10-04,63.88,77.52,128,0.0,0.0,25.3,0.620000000000001,12.96,62.95,79.82,66,0,0.0,24.61,0.4,12.504999999999999,78.733,63.933,12.8,63
1977-10-05,63.88,77.52,128,0.0,0.0,33.88,0.6799999999999997,17.28,62.95,79.82,66,0,0.0,29.96,3.68,16.82,78.733,63.933,14.8,63
1977-10-06,63.88,77.52,128,0.0,0.0,19.8,0.5999999999999979,10.2,62.95,79.82,66,0,0.0,20.65,6.64,13.645,78.733,63.933,13.4,63
1977-10-09,63.88,77.52,128,0.0,0.0,19.8,6.02,12.91,62.95,79.82,66,0,0.0,25.68,5.68,15.68,78.733,63.933,12.4,63
1977-10-10,63.88,77.52,128,0.0,0.0,23.1,1.8599999999999994,12.48,62.95,79.82,66,0,0.0,25.79,24.16,24.975,78.733,63.933,14.2,63
1977-10-13,63.88,77.52,128,61.0,0.0,14.3,6.82,10.56,62.95,79.82,66,0,3.8,19.26,4.56,11.91,78.733,63.933,11.8,63
1977-10-14,63.88,77.52,128,10.0,0.0,27.18,16.5,21.84,62.95,79.82,66,82,0.0,19.9,6.0,12.95,78.733,63.933,10.4,63
1977-10-16,63.88,77.52,128,10.0,0.0,22.0,-5.199999999999999,8.4,62.95,79.82,66,0,0.0,25.15,4.08,14.614999999999998,78.733,63.933,13.2,63
1977-10-17,63.88,77.52,128,10.0,0.0,15.361436597110755,-4.434213483146067,5.4,62.95,79.82,66,0,0.0,19.8,7.76,13.780000000000001,78.733,63.933,11.2,63
1977-10-18,63.88,77.52,128,10.0,0.0,30.79,-25.99,2.4000000000000004,62.95,79.82,66,24,0.0,14.87,5.44,10.155,78.733,63.933,7.8,63
1977-10-19,63.88,77.52,128,10.0,0.0,9.961436597110755,-9.834213483146067,0.0,62.95,79.82,66,6,0.0,9.63,2.56,6.095000000000001,78.733,63.933,3.8,63
1977-10-21,63.88,77.52,128,10.0,0.0,11.0,-4.28,3.36,62.95,79.82,66,27,0.0,16.58,3.2,9.889999999999999,78.733,63.933,6.0,63
1977-10-25,63.88,77.52,128,10.0,0.0,13.2,2.58,7.89,62.95,79.82,66,0,0.0,37.66,-2.4,17.63,78.733,63.933,6.6,63
1977-11-01,63.88,77.52,128,10.0,0.0,13.2,-1.6799999999999997,5.76,62.95,79.82,66,0,3.46,19.04,16.69,17.865000000000002,78.733,63.933,6.4,63
1977-11-04,63.88,77.52,128,0.0,0.0,12.88,3.44,8.16,62.95,79.82,66,4,0.0,14.02,2.88,8.45,78.733,63.933,6.2,63
1977-11-06,63.88,77.52,128,0.0,0.0,23.99,12.1,18.044999999999998,62.95,79.82,66,0,3.97,18.19,4.4,11.295000000000002,78.733,63.933,7.8,63
1977-11-07,63.88,77.52,128,20.0,3.3,17.401436597110756,-2.394213483146067,7.44,62.95,79.82,66,28,0.0,16.91,4.56,10.735,78.733,63.933,6.2,63
1977-11-09,63.88,77.52,128,20.0,0.0,9.241436597110754,-10.554213483146068,-0.72,62.95,79.82,66,0,0.0,10.49,-2.56,3.965,78.733,63.933,2.2,63
1977-11-10,63.88,77.52,128,0.0,0.0,23.74,2.2,12.969999999999999,62.95,79.82,66,0,0.0,4.17,-3.6,0.2849999999999999,78.733,63.933,0.7,63
1977-11-12,63.88,77.52,128,0.0,0.0,88.16,8.8,48.48,62.95,79.82,66,0,0.0,16.16,-0.24,7.96,78.733,63.933,5.7,63
1977-11-18,63.88,77.52,128,0.0,0.0,88.16,8.8,48.48,62.95,79.82,66,0,0.0,10.81,2.48,6.6450000000000005,78.733,63.933,7.3,63
1977-11-19,63.88,77.52,128,0.0,0.0,13.559999999999999,5.16,9.36,62.95,79.82,66,0,0.0,9.63,4.48,7.055000000000001,78.733,63.933,9.8,63
1977-11-21,63.88,77.52,128,0.0,0.0,9.14,4.3,6.720000000000001,62.95,79.82,66,0,0.0,8.24,4.08,6.16,78.733,63.933,5.8,63
1977-11-23,63.88,77.52,128,0.0,0.0,7.7,2.38,5.04,62.95,79.82,66,0,0.0,6.42,0.4,3.41,78.733,63.933,5.3,63
